Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Adjusted Activity Type Code,Adjusted Passenger Count,Year,Month
200507,0,60,0,54,0,8,0,0,2,1,27271,0,27271,2005,5
200507,0,60,0,54,0,8,1,0,2,1,29131,1,29131,2005,5
200507,0,60,0,54,0,8,2,0,2,1,5415,2,10830,2005,5
200507,4,6,4,6,1,2,0,1,2,1,35156,0,35156,2005,5
200507,4,6,4,6,1,2,1,1,2,1,34090,1,34090,2005,5
200507,6,15,5,15,1,0,0,1,0,6,6263,0,6263,2005,5
200507,6,15,5,15,1,0,1,1,0,6,5500,1,5500,2005,5
200507,7,7,6,7,1,4,0,1,0,0,12050,0,12050,2005,5
200507,7,7,6,7,1,4,1,1,0,0,11638,1,11638,2005,5
200507,9,46,8,43,1,1,0,1,0,6,4998,0,4998,2005,5
200507,9,46,8,43,1,1,1,1,0,6,4962,1,4962,2005,5
200507,10,30,9,28,0,8,0,0,0,0,8055,0,8055,2005,5
200507,10,30,9,28,0,8,1,0,0,0,7984,1,7984,2005,5
200507,11,10,10,10,0,8,0,1,0,0,36641,0,36641,2005,5
200507,11,10,10,10,0,8,1,1,0,0,39379,1,39379,2005,5
200507,11,10,10,10,0,8,2,1,0,0,3678,2,7356,2005,5
200507,11,10,10,10,1,2,0,1,0,0,7977,0,7977,2005,5
200507,11,10,10,10,1,2,1,1,0,0,8837,1,8837,2005,5
200507,11,10,10,10,1,5,0,1,0,0,6969,0,6969,2005,5
200507,11,10,10,10,1,5,1,1,0,0,10046,1,10046,2005,5
200507,11,10,10,10,1,5,2,1,0,0,2266,2,4532,2005,5
200507,12,43,11,40,1,0,0,1,0,6,6545,0,6545,2005,5
200507,12,43,11,40,1,0,1,1,0,6,6094,1,6094,2005,5
200507,14,4,13,4,0,8,0,1,4,4,166577,0,166577,2005,5
200507,14,4,13,4,0,8,1,1,4,4,160890,1,160890,2005,5
200507,15,40,13,4,0,8,0,1,4,4,5493,0,5493,2005,5
200507,15,40,13,4,0,8,1,1,4,4,5213,1,5213,2005,5
200507,17,48,15,44,1,0,0,1,0,0,5041,0,5041,2005,5
200507,17,48,15,44,1,0,1,1,0,0,4744,1,4744,2005,5
200507,18,25,24,21,0,8,0,1,2,2,1552,0,1552,2005,5
200507,18,25,24,21,0,8,1,1,2,2,1484,1,1484,2005,5
200507,20,0,17,0,1,4,0,1,0,0,325,0,325,2005,5
200507,20,0,17,0,1,4,1,1,0,0,545,1,545,2005,5
200507,21,12,18,12,1,4,0,1,0,0,20632,0,20632,2005,5
200507,21,12,18,12,1,4,1,1,0,0,21686,1,21686,2005,5
200507,23,19,20,18,1,0,0,1,0,0,11010,0,11010,2005,5
200507,23,19,20,18,1,0,1,1,0,0,9628,1,9628,2005,5
200507,24,16,21,16,1,0,0,1,0,0,13638,0,13638,2005,5
200507,24,16,21,16,1,0,1,1,0,0,11255,1,11255,2005,5
200507,28,22,24,21,0,8,0,1,2,2,97510,0,97510,2005,5
200507,28,22,24,21,0,8,1,1,2,2,93791,1,93791,2005,5
200507,29,14,25,14,1,0,0,1,0,6,14142,0,14142,2005,5
200507,29,14,25,14,1,0,1,1,0,6,12132,1,12132,2005,5
200507,34,28,29,26,0,8,0,0,2,1,19234,0,19234,2005,5
200507,34,28,29,26,0,8,1,0,2,1,18368,1,18368,2005,5
200507,35,33,30,31,0,8,0,1,2,2,7579,0,7579,2005,5
200507,35,33,30,31,0,8,1,1,2,2,7658,1,7658,2005,5
200507,36,52,10,10,0,8,0,1,2,1,5284,0,5284,2005,5
200507,36,52,10,10,0,8,1,1,2,1,5257,1,5257,2005,5
200507,37,29,31,27,1,4,0,1,0,0,4540,0,4540,2005,5
200507,37,29,31,27,1,4,1,1,0,0,4341,1,4341,2005,5
200507,38,21,32,20,0,8,0,0,0,0,10843,0,10843,2005,5
200507,38,21,32,20,0,8,1,0,0,0,10967,1,10967,2005,5
200507,39,34,33,32,1,0,0,1,0,0,9195,0,9195,2005,5
200507,39,34,33,32,1,0,1,1,0,0,9086,1,9086,2005,5
200507,42,36,36,34,1,4,0,1,0,0,9978,0,9978,2005,5
200507,42,36,36,34,1,4,1,1,0,0,9587,1,9587,2005,5
200507,43,35,37,33,1,0,0,1,0,0,6153,0,6153,2005,5
200507,43,35,37,33,1,0,1,1,0,0,5646,1,5646,2005,5
200507,45,37,39,35,1,4,0,1,0,6,22389,0,22389,2005,5
200507,45,37,39,35,1,4,1,1,0,6,20511,1,20511,2005,5
200507,46,71,55,56,0,8,0,1,2,1,2636,0,2636,2005,5
200507,46,71,55,56,0,8,1,1,2,1,2535,1,2535,2005,5
200507,48,42,40,39,1,5,0,1,0,6,7751,0,7751,2005,5
200507,48,42,40,39,1,5,1,1,0,6,7845,1,7845,2005,5
200507,50,72,42,63,0,8,0,1,2,0,1797,0,1797,2005,5
200507,50,72,42,63,0,8,1,1,2,0,3238,1,3238,2005,5
200507,51,45,43,42,0,8,0,1,2,2,64231,0,64231,2005,5
200507,51,45,43,42,0,8,1,1,2,2,62049,1,62049,2005,5
200507,51,45,43,42,1,0,0,1,0,0,7229,0,7229,2005,5
200507,51,45,43,42,1,0,1,1,0,0,6554,1,6554,2005,5
200507,52,49,44,45,1,0,0,1,0,0,12828,0,12828,2005,5
200507,52,49,44,45,1,0,1,1,0,0,10269,1,10269,2005,5
200507,56,56,48,50,1,0,0,1,0,6,19211,0,19211,2005,5
200507,56,56,48,50,1,0,1,1,0,6,17462,1,17462,2005,5
200507,57,47,24,21,0,8,0,1,2,2,7262,0,7262,2005,5
200507,57,47,24,21,0,8,1,1,2,2,6586,1,6586,2005,5
200507,57,47,57,55,0,8,0,1,4,5,103279,0,103279,2005,5
200507,57,47,57,55,0,8,1,1,4,5,102023,1,102023,2005,5
200507,57,47,57,55,1,2,0,1,4,5,3688,0,3688,2005,5
200507,57,47,57,55,1,2,1,1,4,5,3633,1,3633,2005,5
200507,60,57,51,51,0,8,0,0,2,1,4827,0,4827,2005,5
200507,60,57,51,51,0,8,1,0,2,1,4784,1,4784,2005,5
200507,62,58,53,52,1,3,0,1,0,6,6324,0,6324,2005,5
200507,62,58,53,52,1,3,1,1,0,6,7031,1,7031,2005,5
200507,64,62,55,56,0,8,0,1,2,0,46042,0,46042,2005,5
200507,64,62,55,56,0,8,1,1,2,0,45553,1,45553,2005,5
200507,64,62,55,56,0,8,0,0,2,1,38951,0,38951,2005,5
200507,64,62,55,56,0,8,1,0,2,1,37848,1,37848,2005,5
200507,65,61,56,55,0,8,0,1,2,1,62178,0,62178,2005,5
200507,65,61,56,55,0,8,1,1,2,1,60939,1,60939,2005,5
200507,66,61,57,55,0,8,0,0,4,4,58767,0,58767,2005,5
200507,66,61,57,55,0,8,1,0,4,4,58277,1,58277,2005,5
200507,66,61,57,55,0,8,0,1,4,5,443656,0,443656,2005,5
200507,66,61,57,55,0,8,1,1,4,5,421802,1,421802,2005,5
200507,66,61,57,55,0,8,2,1,4,5,11388,2,22776,2005,5
200507,66,61,57,55,1,0,0,1,0,6,77658,0,77658,2005,5
200507,66,61,57,55,1,0,1,1,0,6,68278,1,68278,2005,5
200507,66,61,57,55,1,0,2,1,0,6,3953,2,7906,2005,5
200507,66,61,57,55,1,1,0,1,0,6,8603,0,8603,2005,5
200507,66,61,57,55,1,1,1,1,0,6,8234,1,8234,2005,5
200507,66,61,57,55,1,1,2,1,0,6,1385,2,2770,2005,5
200507,66,61,57,55,1,2,0,1,4,5,12874,0,12874,2005,5
200507,66,61,57,55,1,2,1,1,4,5,12085,1,12085,2005,5
200507,66,61,57,55,1,2,2,1,4,5,10,2,20,2005,5
200507,66,61,57,55,1,4,0,1,0,6,30796,0,30796,2005,5
200507,66,61,57,55,1,4,1,1,0,6,29283,1,29283,2005,5
200507,66,61,57,55,1,4,2,1,0,6,888,2,1776,2005,5
200507,66,61,57,55,1,5,0,1,0,6,9537,0,9537,2005,5
200507,66,61,57,55,1,5,1,1,0,6,9672,1,9672,2005,5
200507,66,61,57,55,1,5,2,1,0,6,45,2,90,2005,5
200507,68,63,59,57,1,4,0,1,0,0,11684,0,11684,2005,5
200507,68,63,59,57,1,4,1,1,0,0,10771,1,10771,2005,5
200507,69,67,60,61,1,2,0,1,0,0,2480,0,2480,2005,5
200507,69,67,60,61,1,2,1,1,0,0,2211,1,2211,2005,5
200508,0,60,0,54,0,8,0,0,2,1,27472,0,27472,2005,1
200508,0,60,0,54,0,8,1,0,2,1,26535,1,26535,2005,1
200508,0,60,0,54,0,8,2,0,2,1,5712,2,11424,2005,1
200508,4,6,4,6,1,2,0,1,2,1,34878,0,34878,2005,1
200508,4,6,4,6,1,2,1,1,2,1,34105,1,34105,2005,1
200508,6,15,5,15,1,0,0,1,0,6,4204,0,4204,2005,1
200508,6,15,5,15,1,0,1,1,0,6,3923,1,3923,2005,1
200508,7,7,6,7,1,4,0,1,0,0,11230,0,11230,2005,1
200508,7,7,6,7,1,4,1,1,0,0,11731,1,11731,2005,1
200508,9,46,8,43,1,1,0,1,0,6,4672,0,4672,2005,1
200508,9,46,8,43,1,1,1,1,0,6,4006,1,4006,2005,1
200508,10,30,9,28,0,8,0,0,0,0,7796,0,7796,2005,1
200508,10,30,9,28,0,8,1,0,0,0,7737,1,7737,2005,1
200508,11,10,10,10,0,8,0,1,0,0,40431,0,40431,2005,1
200508,11,10,10,10,0,8,1,1,0,0,39595,1,39595,2005,1
200508,11,10,10,10,0,8,2,1,0,0,1902,2,3804,2005,1
200508,11,10,10,10,1,2,0,1,0,0,8901,0,8901,2005,1
200508,11,10,10,10,1,2,1,1,0,0,9020,1,9020,2005,1
200508,11,10,10,10,1,5,0,1,0,0,7541,0,7541,2005,1
200508,11,10,10,10,1,5,1,1,0,0,9333,1,9333,2005,1
200508,11,10,10,10,1,5,2,1,0,0,1902,2,3804,2005,1
200508,12,43,11,40,1,0,0,1,0,6,6739,0,6739,2005,1
200508,12,43,11,40,1,0,1,1,0,6,5966,1,5966,2005,1
200508,14,4,13,4,0,8,0,1,4,4,162064,0,162064,2005,1
200508,14,4,13,4,0,8,1,1,4,4,157700,1,157700,2005,1
200508,15,40,13,4,0,8,0,1,4,4,5233,0,5233,2005,1
200508,15,40,13,4,0,8,1,1,4,4,4866,1,4866,2005,1
200508,17,48,15,44,1,0,0,1,0,0,4099,0,4099,2005,1
200508,17,48,15,44,1,0,1,1,0,0,3376,1,3376,2005,1
200508,18,25,24,21,0,8,0,1,2,2,1735,0,1735,2005,1
200508,18,25,24,21,0,8,1,1,2,2,1560,1,1560,2005,1
200508,20,0,17,0,1,4,0,1,0,0,353,0,353,2005,1
200508,20,0,17,0,1,4,1,1,0,0,751,1,751,2005,1
200508,21,12,18,12,1,4,0,1,0,0,20312,0,20312,2005,1
200508,21,12,18,12,1,4,1,1,0,0,20084,1,20084,2005,1
200508,23,19,20,18,1,0,0,1,0,0,11753,0,11753,2005,1
200508,23,19,20,18,1,0,1,1,0,0,9050,1,9050,2005,1
200508,24,16,21,16,1,0,0,1,0,0,14610,0,14610,2005,1
200508,24,16,21,16,1,0,1,1,0,0,10972,1,10972,2005,1
200508,28,22,24,21,0,8,0,1,2,2,97343,0,97343,2005,1
200508,28,22,24,21,0,8,1,1,2,2,97160,1,97160,2005,1
200508,29,14,25,14,1,0,0,1,0,6,13524,0,13524,2005,1
200508,29,14,25,14,1,0,1,1,0,6,11950,1,11950,2005,1
200508,34,28,29,26,0,8,0,0,2,1,17109,0,17109,2005,1
200508,34,28,29,26,0,8,1,0,2,1,17186,1,17186,2005,1
200508,35,33,30,31,0,8,0,1,2,2,7923,0,7923,2005,1
200508,35,33,30,31,0,8,1,1,2,2,7751,1,7751,2005,1
200508,36,52,10,10,0,8,0,1,2,1,5572,0,5572,2005,1
200508,36,52,10,10,0,8,1,1,2,1,5268,1,5268,2005,1
200508,37,29,31,27,1,4,0,1,0,0,4691,0,4691,2005,1
200508,37,29,31,27,1,4,1,1,0,0,4355,1,4355,2005,1
200508,38,21,32,20,0,8,0,0,0,0,9191,0,9191,2005,1
200508,38,21,32,20,0,8,1,0,0,0,9850,1,9850,2005,1
200508,39,34,33,32,1,0,0,1,0,0,9296,0,9296,2005,1
200508,39,34,33,32,1,0,1,1,0,0,7913,1,7913,2005,1
200508,42,36,36,34,1,4,0,1,0,0,9666,0,9666,2005,1
200508,42,36,36,34,1,4,1,1,0,0,9881,1,9881,2005,1
200508,43,35,37,33,1,0,0,1,0,0,8856,0,8856,2005,1
200508,43,35,37,33,1,0,1,1,0,0,7164,1,7164,2005,1
200508,45,37,39,35,1,4,0,1,0,6,21512,0,21512,2005,1
200508,45,37,39,35,1,4,1,1,0,6,21881,1,21881,2005,1
200508,46,71,55,56,0,8,0,1,2,1,2725,0,2725,2005,1
200508,46,71,55,56,0,8,1,1,2,1,2546,1,2546,2005,1
200508,48,42,40,39,1,5,0,1,0,6,7156,0,7156,2005,1
200508,48,42,40,39,1,5,1,1,0,6,5946,1,5946,2005,1
200508,50,72,42,63,0,8,0,1,2,0,1552,0,1552,2005,1
200508,50,72,42,63,0,8,1,1,2,0,3382,1,3382,2005,1
200508,51,45,43,42,0,8,0,1,2,2,56501,0,56501,2005,1
200508,51,45,43,42,0,8,1,1,2,2,56674,1,56674,2005,1
200508,51,45,43,42,1,0,0,1,0,0,7107,0,7107,2005,1
200508,51,45,43,42,1,0,1,1,0,0,6522,1,6522,2005,1
200508,52,49,44,45,1,0,0,1,0,0,12856,0,12856,2005,1
200508,52,49,44,45,1,0,1,1,0,0,8718,1,8718,2005,1
200508,56,56,48,50,1,0,0,1,0,6,19192,0,19192,2005,1
200508,56,56,48,50,1,0,1,1,0,6,17118,1,17118,2005,1
200508,57,47,24,21,0,8,0,1,2,2,7052,0,7052,2005,1
200508,57,47,24,21,0,8,1,1,2,2,6652,1,6652,2005,1
200508,57,47,57,55,0,8,0,1,4,5,102899,0,102899,2005,1
200508,57,47,57,55,0,8,1,1,4,5,103188,1,103188,2005,1
200508,57,47,57,55,1,2,0,1,4,5,3672,0,3672,2005,1
200508,57,47,57,55,1,2,1,1,4,5,3570,1,3570,2005,1
200508,60,57,51,51,0,8,0,0,2,1,4720,0,4720,2005,1
200508,60,57,51,51,0,8,1,0,2,1,4717,1,4717,2005,1
200508,62,58,53,52,1,3,0,1,0,6,7357,0,7357,2005,1
200508,62,58,53,52,1,3,1,1,0,6,5128,1,5128,2005,1
200508,64,62,55,56,0,8,0,1,2,0,42622,0,42622,2005,1
200508,64,62,55,56,0,8,1,1,2,0,44508,1,44508,2005,1
200508,64,62,55,56,0,8,0,0,2,1,40712,0,40712,2005,1
200508,64,62,55,56,0,8,1,0,2,1,40322,1,40322,2005,1
200508,65,61,56,55,0,8,0,1,2,1,61872,0,61872,2005,1
200508,65,61,56,55,0,8,1,1,2,1,61768,1,61768,2005,1
200508,66,61,57,55,0,8,0,0,4,4,55842,0,55842,2005,1
200508,66,61,57,55,0,8,0,1,4,4,27930,0,27930,2005,1
200508,66,61,57,55,0,8,1,0,4,4,56087,1,56087,2005,1
200508,66,61,57,55,0,8,1,1,4,4,26098,1,26098,2005,1
200508,66,61,57,55,0,8,2,1,4,4,676,2,1352,2005,1
200508,66,61,57,55,0,8,0,1,4,5,420430,0,420430,2005,1
200508,66,61,57,55,0,8,1,1,4,5,398135,1,398135,2005,1
200508,66,61,57,55,0,8,2,1,4,5,11585,2,23170,2005,1
200508,66,61,57,55,1,0,0,1,0,6,79131,0,79131,2005,1
200508,66,61,57,55,1,0,1,1,0,6,68861,1,68861,2005,1
200508,66,61,57,55,1,0,2,1,0,6,4059,2,8118,2005,1
200508,66,61,57,55,1,1,0,1,0,6,8903,0,8903,2005,1
200508,66,61,57,55,1,1,1,1,0,6,7874,1,7874,2005,1
200508,66,61,57,55,1,1,2,1,0,6,1475,2,2950,2005,1
200508,66,61,57,55,1,2,0,1,4,5,13895,0,13895,2005,1
200508,66,61,57,55,1,2,1,1,4,5,12145,1,12145,2005,1
200508,66,61,57,55,1,4,0,1,0,6,29236,0,29236,2005,1
200508,66,61,57,55,1,4,1,1,0,6,29920,1,29920,2005,1
200508,66,61,57,55,1,4,2,1,0,6,863,2,1726,2005,1
200508,66,61,57,55,1,5,0,1,0,6,9397,0,9397,2005,1
200508,66,61,57,55,1,5,1,1,0,6,9275,1,9275,2005,1
200508,66,61,57,55,1,5,2,1,0,6,78,2,156,2005,1
200508,68,63,59,57,1,4,0,1,0,0,10685,0,10685,2005,1
200508,68,63,59,57,1,4,1,1,0,0,11072,1,11072,2005,1
200508,69,67,60,61,1,2,0,1,0,0,2300,0,2300,2005,1
200508,69,67,60,61,1,2,1,1,0,0,2251,1,2251,2005,1
200509,0,60,0,54,0,8,0,0,2,1,17341,0,17341,2005,11
200509,0,60,0,54,0,8,1,0,2,1,18541,1,18541,2005,11
200509,0,60,0,54,0,8,2,0,2,1,4412,2,8824,2005,11
200509,4,6,4,6,1,2,0,1,2,1,24473,0,24473,2005,11
200509,4,6,4,6,1,2,1,1,2,1,26120,1,26120,2005,11
200509,6,15,5,15,1,0,0,1,0,6,4416,0,4416,2005,11
200509,6,15,5,15,1,0,1,1,0,6,4568,1,4568,2005,11
200509,7,7,6,7,1,4,0,1,0,0,10731,0,10731,2005,11
200509,7,7,6,7,1,4,1,1,0,0,11337,1,11337,2005,11
200509,9,46,8,43,1,1,0,1,0,6,4565,0,4565,2005,11
200509,9,46,8,43,1,1,1,1,0,6,4295,1,4295,2005,11
200509,10,30,9,28,0,8,0,0,0,0,7057,0,7057,2005,11
200509,10,30,9,28,0,8,1,0,0,0,6806,1,6806,2005,11
200509,11,10,10,10,0,8,0,1,0,0,31117,0,31117,2005,11
200509,11,10,10,10,0,8,1,1,0,0,33742,1,33742,2005,11
200509,11,10,10,10,0,8,2,1,0,0,3843,2,7686,2005,11
200509,11,10,10,10,1,2,0,1,0,0,6635,0,6635,2005,11
200509,11,10,10,10,1,2,1,1,0,0,7783,1,7783,2005,11
200509,11,10,10,10,1,2,2,1,0,0,161,2,322,2005,11
200509,11,10,10,10,1,5,0,1,0,0,5446,0,5446,2005,11
200509,11,10,10,10,1,5,1,1,0,0,7674,1,7674,2005,11
200509,11,10,10,10,1,5,2,1,0,0,1504,2,3008,2005,11
200509,12,43,11,40,1,0,0,1,0,6,5875,0,5875,2005,11
200509,12,43,11,40,1,0,1,1,0,6,5960,1,5960,2005,11
200509,14,4,13,4,0,8,0,1,4,4,135043,0,135043,2005,11
200509,14,4,13,4,0,8,1,1,4,4,135944,1,135944,2005,11
200509,15,40,13,4,0,8,0,1,4,4,4240,0,4240,2005,11
200509,15,40,13,4,0,8,1,1,4,4,4166,1,4166,2005,11
200509,17,48,15,44,1,0,0,1,0,0,4792,0,4792,2005,11
200509,17,48,15,44,1,0,1,1,0,0,5140,1,5140,2005,11
200509,20,0,17,0,1,4,0,1,0,0,108,0,108,2005,11
200509,20,0,17,0,1,4,1,1,0,0,315,1,315,2005,11
200509,21,12,18,12,1,4,0,1,0,0,20455,0,20455,2005,11
200509,21,12,18,12,1,4,1,1,0,0,20635,1,20635,2005,11
200509,23,19,20,18,1,0,0,1,0,0,8370,0,8370,2005,11
200509,23,19,20,18,1,0,1,1,0,0,9874,1,9874,2005,11
200509,24,16,21,16,1,0,0,1,0,0,9154,0,9154,2005,11
200509,24,16,21,16,1,0,1,1,0,0,9486,1,9486,2005,11
200509,28,22,24,21,0,8,0,0,2,2,17291,0,17291,2005,11
200509,28,22,24,21,0,8,0,1,2,2,68347,0,68347,2005,11
200509,28,22,24,21,0,8,1,0,2,2,17453,1,17453,2005,11
200509,28,22,24,21,0,8,1,1,2,2,67160,1,67160,2005,11
200509,29,14,25,14,1,0,0,1,0,6,9931,0,9931,2005,11
200509,29,14,25,14,1,0,1,1,0,6,10752,1,10752,2005,11
200509,34,28,29,26,0,8,0,0,2,1,13426,0,13426,2005,11
200509,34,28,29,26,0,8,1,0,2,1,12989,1,12989,2005,11
200509,35,33,30,31,0,8,0,1,2,2,7735,0,7735,2005,11
200509,35,33,30,31,0,8,1,1,2,2,7624,1,7624,2005,11
200509,36,52,10,10,0,8,0,1,2,1,4648,0,4648,2005,11
200509,36,52,10,10,0,8,1,1,2,1,4401,1,4401,2005,11
200509,37,29,31,27,1,4,0,1,0,0,1996,0,1996,2005,11
200509,37,29,31,27,1,4,1,1,0,0,1677,1,1677,2005,11
200509,38,21,32,20,0,8,0,0,0,0,5218,0,5218,2005,11
200509,38,21,32,20,0,8,1,0,0,0,5503,1,5503,2005,11
200509,39,34,33,32,1,0,0,1,0,0,7087,0,7087,2005,11
200509,39,34,33,32,1,0,1,1,0,0,8264,1,8264,2005,11
200509,42,36,36,34,1,4,0,1,0,0,9562,0,9562,2005,11
200509,42,36,36,34,1,4,1,1,0,0,9513,1,9513,2005,11
200509,43,35,37,33,1,0,0,1,0,0,4344,0,4344,2005,11
200509,43,35,37,33,1,0,1,1,0,0,3448,1,3448,2005,11
200509,45,37,39,35,1,4,0,1,0,6,20535,0,20535,2005,11
200509,45,37,39,35,1,4,1,1,0,6,21379,1,21379,2005,11
200509,46,71,55,56,0,8,0,1,2,1,1781,0,1781,2005,11
200509,46,71,55,56,0,8,1,1,2,1,1751,1,1751,2005,11
200509,48,42,40,39,1,5,0,1,0,6,3986,0,3986,2005,11
200509,48,42,40,39,1,5,1,1,0,6,4823,1,4823,2005,11
200509,50,72,42,63,0,8,0,1,2,0,2913,0,2913,2005,11
200509,50,72,42,63,0,8,1,1,2,0,2867,1,2867,2005,11
200509,51,45,43,42,0,8,0,1,2,2,48138,0,48138,2005,11
200509,51,45,43,42,0,8,1,1,2,2,47061,1,47061,2005,11
200509,51,45,43,42,1,0,0,1,0,0,5857,0,5857,2005,11
200509,51,45,43,42,1,0,1,1,0,0,5615,1,5615,2005,11
200509,52,49,44,45,1,0,0,1,0,0,8323,0,8323,2005,11
200509,52,49,44,45,1,0,1,1,0,0,7875,1,7875,2005,11
200509,56,56,48,50,1,0,0,1,0,6,15259,0,15259,2005,11
200509,56,56,48,50,1,0,1,1,0,6,14251,1,14251,2005,11
200509,57,47,24,21,0,8,0,1,2,2,6356,0,6356,2005,11
200509,57,47,24,21,0,8,1,1,2,2,6666,1,6666,2005,11
200509,57,47,57,55,0,8,0,1,4,5,96832,0,96832,2005,11
200509,57,47,57,55,0,8,1,1,4,5,95008,1,95008,2005,11
200509,57,47,57,55,1,2,0,1,4,5,3581,0,3581,2005,11
200509,57,47,57,55,1,2,1,1,4,5,3457,1,3457,2005,11
200509,60,57,51,51,0,8,0,0,2,1,3686,0,3686,2005,11
200509,60,57,51,51,0,8,1,0,2,1,3592,1,3592,2005,11
200509,62,58,53,52,1,3,0,1,0,6,3790,0,3790,2005,11
200509,62,58,53,52,1,3,1,1,0,6,3529,1,3529,2005,11
200509,64,62,55,56,0,8,0,1,2,0,35942,0,35942,2005,11
200509,64,62,55,56,0,8,1,1,2,0,36632,1,36632,2005,11
200509,64,62,55,56,0,8,0,0,2,1,34782,0,34782,2005,11
200509,64,62,55,56,0,8,1,0,2,1,34761,1,34761,2005,11
200509,65,61,56,55,0,8,0,1,2,1,50133,0,50133,2005,11
200509,65,61,56,55,0,8,1,1,2,1,49094,1,49094,2005,11
200509,66,61,57,55,0,8,0,0,4,4,50351,0,50351,2005,11
200509,66,61,57,55,0,8,0,1,4,4,24678,0,24678,2005,11
200509,66,61,57,55,0,8,1,0,4,4,50235,1,50235,2005,11
200509,66,61,57,55,0,8,1,1,4,4,23767,1,23767,2005,11
200509,66,61,57,55,0,8,2,1,4,4,483,2,966,2005,11
200509,66,61,57,55,0,8,0,1,4,5,357533,0,357533,2005,11
200509,66,61,57,55,0,8,1,1,4,5,360563,1,360563,2005,11
200509,66,61,57,55,0,8,2,1,4,5,8271,2,16542,2005,11
200509,66,61,57,55,1,0,0,1,0,6,63027,0,63027,2005,11
200509,66,61,57,55,1,0,1,1,0,6,62403,1,62403,2005,11
200509,66,61,57,55,1,0,2,1,0,6,3163,2,6326,2005,11
200509,66,61,57,55,1,1,0,1,0,6,8048,0,8048,2005,11
200509,66,61,57,55,1,1,1,1,0,6,7750,1,7750,2005,11
200509,66,61,57,55,1,1,2,1,0,6,1264,2,2528,2005,11
200509,66,61,57,55,1,2,0,1,4,5,12095,0,12095,2005,11
200509,66,61,57,55,1,2,1,1,4,5,10220,1,10220,2005,11
200509,66,61,57,55,1,2,2,1,4,5,10,2,20,2005,11
200509,66,61,57,55,1,4,0,1,0,6,28093,0,28093,2005,11
200509,66,61,57,55,1,4,1,1,0,6,29928,1,29928,2005,11
200509,66,61,57,55,1,4,2,1,0,6,759,2,1518,2005,11
200509,66,61,57,55,1,5,0,1,0,6,5191,0,5191,2005,11
200509,66,61,57,55,1,5,1,1,0,6,5123,1,5123,2005,11
200509,66,61,57,55,1,5,2,1,0,6,96,2,192,2005,11
200509,68,63,59,57,1,4,0,1,0,0,11084,0,11084,2005,11
200509,68,63,59,57,1,4,1,1,0,0,11623,1,11623,2005,11
200509,69,67,60,61,1,2,0,1,0,0,2050,0,2050,2005,11
200509,69,67,60,61,1,2,1,1,0,0,1997,1,1997,2005,11
200510,0,60,0,54,0,8,0,0,2,1,17698,0,17698,2005,10
200510,0,60,0,54,0,8,1,0,2,1,19983,1,19983,2005,10
200510,0,60,0,54,0,8,2,0,2,1,5754,2,11508,2005,10
200510,4,6,4,6,1,2,0,1,2,1,22176,0,22176,2005,10
200510,4,6,4,6,1,2,1,1,2,1,22780,1,22780,2005,10
200510,6,15,5,15,1,0,0,1,0,6,4329,0,4329,2005,10
200510,6,15,5,15,1,0,1,1,0,6,4715,1,4715,2005,10
200510,7,7,6,7,1,4,0,1,0,0,10515,0,10515,2005,10
200510,7,7,6,7,1,4,1,1,0,0,10796,1,10796,2005,10
200510,9,46,8,43,1,1,0,1,0,6,3178,0,3178,2005,10
200510,9,46,8,43,1,1,1,1,0,6,4766,1,4766,2005,10
200510,10,30,9,28,0,8,0,0,0,0,6680,0,6680,2005,10
200510,10,30,9,28,0,8,1,0,0,0,6999,1,6999,2005,10
200510,11,10,10,10,0,8,0,1,0,0,29388,0,29388,2005,10
200510,11,10,10,10,0,8,1,1,0,0,33214,1,33214,2005,10
200510,11,10,10,10,0,8,2,1,0,0,4159,2,8318,2005,10
200510,11,10,10,10,1,2,0,1,0,0,5168,0,5168,2005,10
200510,11,10,10,10,1,2,1,1,0,0,6093,1,6093,2005,10
200510,11,10,10,10,1,2,2,1,0,0,793,2,1586,2005,10
200510,11,10,10,10,1,5,0,1,0,0,5940,0,5940,2005,10
200510,11,10,10,10,1,5,1,1,0,0,9998,1,9998,2005,10
200510,11,10,10,10,1,5,2,1,0,0,2773,2,5546,2005,10
200510,12,43,11,40,1,0,0,1,0,6,5669,0,5669,2005,10
200510,12,43,11,40,1,0,1,1,0,6,6001,1,6001,2005,10
200510,14,4,13,4,0,8,0,1,4,4,138090,0,138090,2005,10
200510,14,4,13,4,0,8,1,1,4,4,138552,1,138552,2005,10
200510,15,40,13,4,0,8,0,1,4,4,4669,0,4669,2005,10
200510,15,40,13,4,0,8,1,1,4,4,4524,1,4524,2005,10
200510,17,48,15,44,1,0,0,1,0,0,4674,0,4674,2005,10
200510,17,48,15,44,1,0,1,1,0,0,5409,1,5409,2005,10
200510,21,12,18,12,1,4,0,1,0,0,19453,0,19453,2005,10
200510,21,12,18,12,1,4,1,1,0,0,18988,1,18988,2005,10
200510,23,19,20,18,1,0,0,1,0,0,9571,0,9571,2005,10
200510,23,19,20,18,1,0,1,1,0,0,11106,1,11106,2005,10
200510,24,16,21,16,1,0,0,1,0,0,8919,0,8919,2005,10
